relative_path,Full Path,Corrected,absolute_path,data_type,Weather,Water Conditions,Temp [C],DateTime,Count,Notes,Species,Air_Temp_C,Gate_Opening_MTR_Deg,Gate_Opening_Top_Hinge_Deg,Depth_Inside,Depth,Wind_Speed_km_h,has_camera_data,animal_detected
,,,,,,,,2021-06-15 14:30:00,,,,17.9,0.03,-0.12,1.359408,1.286256,3.15,False,False
,,,,,,,,2021-06-15 14:45:00,,,,17.75,0.03,-0.12,1.3822679999999998,1.3716,2.325,False,False
,,,,,,,,2021-06-15 15:00:00,,,,17.6,0.03,-0.12,1.405128,1.456944,1.5,False,False
,,,,,,,,2021-06-15 15:15:00,,,,17.700000000000003,0.03,-0.12,1.414272,1.53924,1.41,False,False
,,,,,,,,2021-06-15 15:30:00,,,,17.8,0.03,-0.12,1.423416,1.621536,1.32,False,False
,,,,,,,,2021-06-15 15:45:00,,,,17.8,0.03,-0.16,1.44018,1.679448,1.745,False,False
,,,,,,,,2021-06-15 16:00:00,,,,17.8,0.03,-0.2,1.456944,1.73736,2.17,False,False
,,,,,,,,2021-06-15 16:15:00,,,,17.6,0.03,-0.16,1.456944,1.781556,2.885,False,False
,,,,,,,,2021-06-15 16:30:00,,,,17.4,0.03,-0.12,1.456944,1.825752,3.6,False,False
,,,,,,,,2021-06-15 16:45:00,,,,17.73333333333333,0.03,-0.12,1.475232,1.829816,3.4733333333333336,False,False
,,,,,,,,2021-06-15 17:00:00,,,,18.066666666666663,0.03,-0.12,1.49352,1.83388,3.3466666666666667,False,False
,,,,,,,,2021-06-15 17:15:00,,,,18.4,0.03,-0.12,1.511808,1.837944,3.22,False,False
,,,,,,,,2021-06-15 17:30:00,,,,17.3,0.01,-0.12,1.50876,1.795272,3.74,False,False
,,,,,,,,2021-06-15 17:45:00,,,,17.4,0.03,-0.12,1.520952,1.749552,4.61,False,False
,,,,,,,,2021-06-15 18:00:00,,,,17.25,0.03,-0.12,1.534668,1.68402,4.105,False,False
,,,,,,,,2021-06-15 18:15:00,,,,17.1,0.03,-0.12,1.548384,1.618488,3.6,False,False
,,,,,,,,2021-06-15 18:30:00,,,,18.0,0.03,-0.12,1.55448,1.548384,1.63,False,False
,,,,,,,,2021-06-15 18:45:00,,,,18.6,0.03,-0.12,1.560576,1.47828,2.39,False,False
,,,,,,,,2021-06-15 19:00:00,,,,17.9,0.03,-0.11,1.572768,1.414272,3.22,False,False
,,,,,,,,2021-06-15 19:15:00,,,,16.5,0.03,-0.1,1.581912,1.35636,2.42,False,False
,,,,,,,,2021-06-15 19:30:00,,,,16.5,7.41,4.05,1.505712,1.301496,1.895,False,False
,,,,,,,,2021-06-15 19:45:00,,,,16.5,14.79,8.2,1.429512,1.258824,1.37,False,False
,,,,,,,,2021-06-15 20:00:00,,,,16.1,87.0,7.01,1.34112,1.222248,3.87,False,False
,,,,,,,,2021-06-15 20:15:00,,,,16.0,87.0,6.575,1.248156,1.194816,3.1100000000000003,False,False
,,,,,,,,2021-06-15 20:30:00,,,,15.9,87.0,6.14,1.155192,1.182624,2.35,False,False
,,,,,,,,2021-06-15 20:45:00,,,,15.8,87.0,5.16,1.09728,1.167384,4.27,False,False
,,,,,,,,2021-06-15 21:00:00,,,,15.6,86.4,4.83,1.002792,1.100328,3.31,False,False
,,,,,,,,2021-06-15 21:15:00,,,,15.35,85.9,4.59,0.947928,1.0515599999999998,2.875,False,False
,,,,,,,,2021-06-15 21:30:00,,,,15.1,85.4,4.35,0.893064,1.002792,2.44,False,False
,,,,,,,,2021-06-15 21:45:00,,,,13.1,85.2,2.38,0.877824,1.014984,1.16,False,False
,,,,,,,,2021-06-15 22:00:00,,,,12.5,85.0,2.21,0.865632,0.9906,1.28,False,False
,,,,,,,,2021-06-15 22:15:00,,,,12.5,85.1,1.43,0.877824,0.96012,0.94,False,False
,,,,,,,,2021-06-15 22:30:00,,,,11.6,85.0,1.22,0.902208,1.033272,0.87,False,False
,,,,,,,,2021-06-15 22:45:00,,,,11.65,85.0,0.955,0.961644,1.0668,1.06,False,False
,,,,,,,,2021-06-15 23:00:00,,,,11.7,85.0,0.69,1.02108,1.100328,1.25,False,False
,,,,,,,,2021-06-15 23:15:00,,,,11.35,86.0,0.6699999999999999,1.08966,1.267968,1.24,False,False
,,,,,,,,2021-06-15 23:30:00,,,,11.0,87.0,0.65,1.15824,1.435608,1.23,False,False
,,,,,,,,2021-06-15 23:45:00,,,,11.3,87.0,0.57,1.255776,1.514856,1.28,False,False
,,,,,,,,2021-06-16 00:00:00,,,,10.75,50.555,0.57,1.335024,1.65354,1.255,False,False
,,,,,,,,2021-06-16 00:15:00,,,,10.2,14.11,0.57,1.414272,1.792224,1.23,False,False
,,,,,,,,2021-06-16 00:30:00,,,,10.35,7.069999999999999,0.57,1.434084,1.914144,1.1949999999999998,False,False
,,,,,,,,2021-06-16 00:45:00,,,,10.5,0.03,0.57,1.453896,2.002536,1.16,False,False
,,,,,,,,2021-06-16 01:00:00,,,,9.3,0.03,0.57,1.456944,2.060448,1.34,False,False
,,,,,,,,2021-06-16 01:15:00,,,,9.3,0.03,0.57,1.46304,2.090928,1.5,False,False
,,,,,,,,2021-06-16 01:30:00,,,,9.8,0.03,0.57,1.469136,2.097024,1.52,False,False
,,,,,,,,2021-06-16 01:45:00,,,,9.0,0.03,0.57,1.47828,2.08788,1.465,False,False
,,,,,,,,2021-06-16 02:00:00,,,,8.2,0.03,0.57,1.487424,2.060448,1.41,False,False
,,,,,,,,2021-06-16 02:15:00,,,,8.0,0.03,0.57,1.49352,2.02692,1.39,False,False
,,,,,,,,2021-06-16 02:30:00,,,,8.7,0.03,0.57,1.502664,1.990344,1.57,False,False
,,,,,,,,2021-06-16 02:45:00,,,,8.5,0.03,0.58,1.511808,1.95072,1.05,False,False
,,,,,,,,2021-06-16 03:00:00,,,,7.8,0.03,0.58,1.520952,1.914144,1.34,False,False
,,,,,,,,2021-06-16 03:15:00,,,,7.85,0.03,0.58,1.5316200000000002,1.88976,1.4300000000000002,False,False
,,,,,,,,2021-06-16 03:30:00,,,,7.9,0.03,0.58,1.542288,1.87452,1.52,False,False
,,,,,,,,2021-06-16 03:45:00,,,,7.85,0.03,0.58,1.549908,1.876044,1.665,False,False
,,,,,,,,2021-06-16 04:00:00,,,,7.8,0.03,0.58,1.557528,1.877568,1.81,False,False
,,,,,,,,2021-06-16 04:15:00,,,,7.85,0.03,0.58,1.56972,1.853184,1.63,False,False
,,,,,,,,2021-06-16 04:30:00,,,,7.9,0.03,0.58,1.581912,1.8288,1.45,False,False
,,,,,,,,2021-06-16 04:45:00,,,,7.4,0.03,0.58,1.591056,1.764792,1.23,False,False
,,,,,,,,2021-06-16 05:00:00,,,,7.1,0.03,0.58,1.597152,1.679448,1.66,False,False
,,,,,,,,2021-06-16 05:15:00,,,,7.199999999999999,0.03,0.58,1.604772,1.613916,1.535,False,False
,,,,,,,,2021-06-16 05:30:00,,,,7.3,0.03,0.58,1.612392,1.548384,1.41,False,False
,,,,,,,,2021-06-16 05:45:00,,,,7.2,0.03,0.58,1.618488,1.456944,1.5,False,False
,,,,,,,,2021-06-16 06:00:00,,,,7.1,0.03,0.58,1.627632,1.338072,1.72,False,False
,,,,,,,,2021-06-16 06:15:00,,,,6.5,13.59,6.91,1.594104,1.26492,1.39,False,False
,,,,,,,,2021-06-16 06:30:00,,,,7.1,87.1,9.79,1.444752,1.143,1.43,False,False
,,,,,,,,2021-06-16 06:45:00,,,,7.6,87.1,9.22,1.307592,1.054608,1.25,False,False
,,,,,,,,2021-06-16 07:00:00,,,,8.3,87.1,9.46,1.155192,0.94488,1.72,False,False
,,,,,,,,2021-06-16 07:15:00,,,,8.8,86.5,8.47,1.02108,0.850392,2.01,False,False
,,,,,,,,2021-06-16 07:30:00,,,,10.3,85.3,7.56,0.877824,0.755904,1.68,False,False
,,,,,,,,2021-06-16 07:45:00,,,,12.1,83.8,7.15,0.728472,0.630936,1.75,False,False
,,,,,,,,2021-06-16 08:00:00,,,,13.4,82.8,6.65,0.576072,0.490728,2.01,False,False
,,,,,,,,2021-06-16 08:15:00,,,,13.6,82.0,5.83,0.451104,0.390144,2.19,False,False
,,,,,,,,2021-06-16 08:30:00,,,,13.85,81.65,4.76,0.376428,0.275844,3.155,False,False
,,,,,,,,2021-06-16 08:45:00,,,,14.1,81.3,3.69,0.301752,0.161544,4.12,False,False
,,,,,,,,2021-06-16 09:00:00,,,,14.9,81.3,2.37,0.265176,0.082296,2.84,False,False
,,,,,,,,2021-06-16 09:15:00,,,,15.0,81.0,2.12,0.248412,0.036576,2.215,False,False
,,,,,,,,2021-06-16 09:30:00,,,,15.1,80.7,1.87,0.231648,-0.009144,1.59,False,False
,,,,,,,,2021-06-16 09:45:00,,,,15.7,80.8,1.71,0.219456,-0.039624,1.25,False,False
,,,,,,,,2021-06-16 10:00:00,,,,16.25,80.4,1.625,0.21336,-0.042672,2.115,False,False
,,,,,,,,2021-06-16 10:15:00,,,,16.8,80.0,1.54,0.207264,-0.04572,2.98,False,False
,,,,,,,,2021-06-16 10:30:00,,,,17.200000000000003,79.995,1.52,0.20574,-0.0472439999999999,2.9,False,False
,,,,,,,,2021-06-16 10:45:00,,,,17.6,79.99,1.5,0.204216,-0.048768,2.82,False,False
,,,,,,,,2021-06-16 11:00:00,,,,17.3,80.0,1.46,0.201168,-0.054864,3.2,False,False
,,,,,,,,2021-06-16 11:15:00,,,,17.7,79.95,1.38,0.19812,-0.048768,4.23,False,False
,,,,,,,,2021-06-16 11:30:00,,,,17.6,79.98,1.38,0.19812,-0.054864,3.2,False,False
,,,,,,,,2021-06-16 11:45:00,,,,17.9,79.695,1.295,0.19812,0.003048,3.28,False,False
,,,,,,,,2021-06-16 12:00:00,,,,18.2,79.41,1.21,0.19812,0.06096,3.36,False,False
,,,,,,,,2021-06-16 12:15:00,,,,18.15,79.405,1.21,0.2026919999999999,0.1356359999999999,2.965,False,False
,,,,,,,,2021-06-16 12:30:00,,,,18.1,79.4,1.21,0.207264,0.210312,2.57,False,False
,,,,,,,,2021-06-16 12:45:00,,,,18.4,79.42,0.75,0.292608,0.277368,2.26,False,False
,,,,,,,,2021-06-16 13:00:00,,,,18.7,79.38,0.3,0.414528,0.399288,4.81,False,False
,,,,,,,,2021-06-16 13:15:00,,,,18.4,79.375,0.09,0.509016,0.4724399999999999,5.255,False,False
,,,,,,,,2021-06-16 13:30:00,,,,18.1,79.37,-0.12,0.603504,0.545592,5.7,False,False
,,,,,,,,2021-06-16 13:45:00,,,,19.1,79.36,-0.12,0.713232,0.676656,5.68,False,False
,,,,,,,,2021-06-16 14:00:00,,,,19.35,82.47999999999999,-0.12,0.833628,0.7879079999999999,5.85,False,False
,,,,,,,,2021-06-16 14:15:00,,,,19.6,85.6,-0.12,0.954024,0.89916,6.02,False,False
,,,,,,,,2021-06-16 14:30:00,,,,19.4,87.0,-0.12,1.091184,0.984504,4.52,False,False
,,,,,,,,2021-06-16 14:45:00,,,,19.2,15.13,-0.12,1.213104,1.072896,3.85,False,False
,,,,,,,,2021-06-16 15:00:00,,,,19.3,0.03,-0.12,1.26492,1.185672,4.05,False,False
,,,,,,,,2021-06-16 15:15:00,,,,19.200000000000003,0.03,-0.12,1.28016,1.281684,3.895,False,False
,,,,,,,,2021-06-16 15:30:00,,,,19.1,0.03,-0.12,1.2954,1.377696,3.74,False,False
,,,,,,,,2021-06-16 15:45:00,,,,19.0,0.03,-0.12,1.306068,1.47066,3.38,False,False
,,,,,,,,2021-06-16 16:00:00,,,,18.9,0.03,-0.12,1.316736,1.563624,3.02,False,False
,,,,,,,,2021-06-16 16:15:00,,,,18.75,0.03,-0.14,1.328928,1.633728,5.625,False,False
,,,,,,,,2021-06-16 16:30:00,,,,18.6,0.03,-0.16,1.34112,1.703832,8.23,False,False
,,,,,,,,2021-06-16 16:45:00,,,,18.6,0.03,-0.2,1.350264,1.7526,3.62,False,False
,,,,,,,,2021-06-16 17:00:00,,,,18.5,0.03,-0.24,1.35636,1.804416,4.12,False,False
,,,,,,,,2021-06-16 17:15:00,,,,18.45,0.03,-0.18,1.368552,1.850136,4.43,False,False
,,,,,,,,2021-06-16 17:30:00,,,,18.4,0.03,-0.12,1.380744,1.895856,4.74,False,False
,,,,,,,,2021-06-16 17:45:00,,,,18.6,0.03,-0.12,1.392936,1.868424,3.65,False,False
,,,,,,,,2021-06-16 18:00:00,,,,18.8,0.03,-0.12,1.40208,1.883664,3.62,False,False
,,,,,,,,2021-06-16 18:15:00,,,,18.6,0.03,-0.12,1.411224,1.857756,4.16,False,False
,,,,,,,,2021-06-16 18:30:00,,,,18.4,0.03,-0.12,1.420368,1.831848,4.7,False,False
,,,,,,,,2021-06-16 18:45:00,,,,18.25,0.03,-0.11,1.429512,1.776984,6.075,False,False
,,,,,,,,2021-06-16 19:00:00,,,,18.1,0.03,-0.1,1.438656,1.72212,7.45,False,False
,,,,,,,,2021-06-16 19:15:00,,,,17.8,0.03,-0.1,1.4478,1.664208,6.6,False,False
,,,,,,,,2021-06-16 19:30:00,,,,17.85,0.03,-0.06,1.456944,1.586484,5.324999999999999,False,False
,,,,,,,,2021-06-16 19:45:00,,,,17.9,0.03,-0.02,1.466088,1.50876,4.05,False,False
,,,,,,,,2021-06-16 20:00:00,,,,17.5,0.03,-0.02,1.476756,1.411224,4.484999999999999,False,False
,,,,,,,,2021-06-16 20:15:00,,,,17.1,0.03,-0.02,1.487424,1.313688,4.92,False,False
,,,,,,,,2021-06-16 20:30:00,,,,17.0,7.37,3.965,1.420368,1.223772,3.645,False,False
,,,,,,,,2021-06-16 20:45:00,,,,16.9,14.71,7.95,1.353312,1.133856,2.37,False,False
,,,,,,,,2021-06-16 21:00:00,,,,16.7,87.0,6.97,1.243584,1.042416,1.14,False,False
,,,,,,,,2021-06-16 21:15:00,,,,15.9,87.0,6.31,1.143,0.963168,5.62,False,False
,,,,,,,,2021-06-16 21:30:00,,,,15.0,87.0,5.82,1.05156,0.890016,5.06,False,False
,,,,,,,,2021-06-16 21:45:00,,,,15.05,86.45,5.37,0.970788,0.819912,3.37,False,False
,,,,,,,,2021-06-16 22:00:00,,,,15.1,85.9,4.92,0.890016,0.758952,1.68,False,False
,,,,,,,,2021-06-16 22:15:00,,,,14.8,85.30000000000001,4.365,0.8260080000000001,0.70104,2.195,False,False
,,,,,,,,2021-06-16 22:30:00,,,,14.5,84.7,3.81,0.762,0.65532,2.71,False,False
,,,,,,,,2021-06-16 22:45:00,,,,14.45,84.35,3.095,0.7254240000000001,0.6309359999999999,2.25,False,False
,,,,,,,,2021-06-16 23:00:00,,,,14.4,84.0,2.38,0.688848,0.606552,1.79,False,False
,,,,,,,,2021-06-16 23:15:00,,,,14.2,84.0,1.97,0.679704,0.606552,0.98,False,False
,,,,,,,,2021-06-16 23:30:00,,,,13.5,83.9,1.97,0.667512,0.59436,1.03,False,False
,,,,,,,,2021-06-16 23:45:00,,,,12.0,83.9,0.69,0.710184,0.615696,1.19,False,False
,,,,,,,,2021-06-17 00:00:00,,,,11.0,83.9,0.65,0.762,0.67056,0.94,False,False
,,,,,,,,2021-06-17 00:15:00,,,,11.0,83.9,0.65,0.832104,0.71628,1.21,False,False
,,,,,,,,2021-06-17 00:30:00,,,,10.7,83.9,0.65,0.908304,0.79248,1.3,False,False
,,,,,,,,2021-06-17 00:45:00,,,,10.25,85.45,0.65,0.992124,0.86868,1.275,False,False
,,,,,,,,2021-06-17 01:00:00,,,,9.8,87.0,0.65,1.075944,0.94488,1.25,False,False
,,,,,,,,2021-06-17 01:15:00,,,,10.05,50.56,0.65,1.162812,1.007364,1.375,False,False
,,,,,,,,2021-06-17 01:30:00,,,,10.3,14.12,0.65,1.24968,1.069848,1.5,False,False
,,,,,,,,2021-06-17 01:45:00,,,,10.2,13.84,0.57,1.322832,1.155192,1.7,False,False
,,,,,,,,2021-06-17 02:00:00,,,,10.0,6.935,0.57,1.339596,1.223772,1.51,False,False
,,,,,,,,2021-06-17 02:15:00,,,,9.8,0.03,0.57,1.35636,1.292352,1.32,False,False
,,,,,,,,2021-06-17 02:30:00,,,,9.35,0.03,0.57,1.367028,1.368552,1.285,False,False
,,,,,,,,2021-06-17 02:45:00,,,,8.9,0.03,0.57,1.377696,1.444752,1.25,False,False
,,,,,,,,2021-06-17 03:00:00,,,,9.0,0.03,0.53,1.389888,1.499616,1.3,False,False
,,,,,,,,2021-06-17 03:15:00,,,,10.1,0.03,0.45,1.392936,1.566672,1.16,False,False
,,,,,,,,2021-06-17 03:30:00,,,,10.3,0.03,0.425,1.403604,1.597152,1.305,False,False
,,,,,,,,2021-06-17 03:45:00,,,,10.5,0.03,0.4,1.414272,1.627632,1.45,False,False
,,,,,,,,2021-06-17 04:00:00,,,,10.9,0.03,0.4,1.420368,1.694688,1.57,False,False
,,,,,,,,2021-06-17 04:15:00,,,,11.1,0.03,0.4,1.4310360000000002,1.726692,1.525,False,False
,,,,,,,,2021-06-17 04:30:00,,,,11.3,0.03,0.4,1.441704,1.758696,1.48,False,False
,,,,,,,,2021-06-17 04:45:00,,,,11.6,0.03,0.32,1.450848,1.7571720000000002,1.5699999999999998,False,False
,,,,,,,,2021-06-17 05:00:00,,,,11.9,0.03,0.24,1.459992,1.755648,1.66,False,False
,,,,,,,,2021-06-17 05:15:00,,,,12.0,0.03,0.24,1.469136,1.72212,1.45,False,False
,,,,,,,,2021-06-17 05:30:00,,,,11.8,0.03,0.24,1.481328,1.694688,1.68,False,False
,,,,,,,,2021-06-17 05:45:00,,,,12.3,0.03,0.16,1.49352,1.627632,1.88,False,False
,,,,,,,,2021-06-17 06:00:00,,,,12.45,0.03,0.115,1.502664,1.559052,1.79,False,False
,,,,,,,,2021-06-17 06:15:00,,,,12.6,0.03,0.07,1.511808,1.490472,1.7,False,False
,,,,,,,,2021-06-17 06:30:00,,,,12.55,0.03,-0.0099999999999999,1.520952,1.405128,1.765,False,False
,,,,,,,,2021-06-17 06:45:00,,,,12.5,0.03,-0.09,1.530096,1.319784,1.83,False,False
,,,,,,,,2021-06-17 07:00:00,,,,12.5,7.234999999999999,4.43,1.4478,1.2573,1.9,False,False
,,,,,,,,2021-06-17 07:15:00,,,,12.5,14.44,8.95,1.365504,1.194816,1.97,False,False
,,,,,,,,2021-06-17 07:30:00,,,,12.45,50.77,8.375,1.235964,1.053084,1.925,False,False
,,,,,,,,2021-06-17 07:45:00,,,,12.4,87.1,7.8,1.106424,0.911352,1.88,False,False
,,,,,,,,2021-06-17 08:00:00,,,,12.6,86.4,7.97,0.957072,0.835152,1.79,False,False
,,,,,,,,2021-06-17 08:15:00,,,,12.7,85.2,6.9350000000000005,0.8321040000000001,0.748284,1.87,False,False
,,,,,,,,2021-06-17 08:30:00,,,,12.8,84.0,5.9,0.707136,0.661416,1.95,False,False
,,,,,,,,2021-06-17 08:45:00,,,,13.4,83.0,5.65,0.569976,0.56388,1.95,False,False
,,,,,,,,2021-06-17 09:00:00,,,,13.45,82.3,5.035,0.44958,0.446532,2.53,False,False
,,,,,,,,2021-06-17 09:15:00,,,,13.5,81.6,4.42,0.329184,0.329184,3.11,False,False
,,,,,,,,2021-06-17 09:30:00,,,,13.8,81.2,3.43,0.25908,0.222504,2.33,False,False
,,,,,,,,2021-06-17 09:45:00,,,,14.6,80.8,2.2,0.225552,0.155448,2.68,False,False
,,,,,,,,2021-06-17 10:00:00,,,,15.1,80.365,1.955,0.207264,0.0762,2.56,False,False
,,,,,,,,2021-06-17 10:15:00,,,,15.6,79.93,1.71,0.188976,-0.003048,2.44,False,False
,,,,,,,,2021-06-17 10:30:00,,,,15.9,79.56,1.545,0.18288,-0.02286,2.36,False,False
,,,,,,,,2021-06-17 10:45:00,,,,16.2,79.19,1.38,0.176784,-0.042672,2.28,False,False
,,,,,,,,2021-06-17 11:00:00,,,,16.7,79.21,1.3,0.170688,-0.054864,3.8,False,False
,,,,,,,,2021-06-17 11:15:00,,,,16.45,79.21,1.215,0.169164,-0.054864,4.135,False,False
,,,,,,,,2021-06-17 11:30:00,,,,16.2,79.21,1.13,0.16764,-0.054864,4.47,False,False
,,,,,,,,2021-06-17 11:45:00,,,,16.0,79.19,1.21,0.16764,-0.054864,5.48,False,False
,,,,,,,,2021-06-17 12:00:00,,,,16.1,79.21,1.21,0.164592,-0.073152,4.45,False,False
,,,,,,,,2021-06-17 12:15:00,,,,16.15,79.21,1.295,0.164592,-0.044196,4.695,False,False
,,,,,,,,2021-06-17 12:30:00,,,,16.2,79.21,1.38,0.164592,-0.01524,4.94,False,False
,,,,,,,,2021-06-17 12:45:00,,,,17.4,79.12,1.09,0.16764,0.067056,6.8,False,False
,,,,,,,,2021-06-17 13:00:00,,,,17.299999999999997,78.78,0.9,0.18288,0.146304,5.245,False,False
,,,,,,,,2021-06-17 13:15:00,,,,17.2,78.44,0.71,0.19812,0.225552,3.69,False,False
,,,,,,,,2021-06-17 13:30:00,,,,17.049999999999997,78.435,0.2949999999999999,0.300228,0.321564,4.665,False,False
